technical_skill,communication,preferred_domain,education,career
security,good,infrastructure,mca,DevOps Engineer
illustrator,average,media,bfa,Graphic Designer
python,average,technology,btech,Full Stack Developer
python,good,security,btech,Cybersecurity Analyst
excel,good,analytics,bsc,Data Analyst
javascript,average,business,btech,Software Developer
investigation,excellent,news,ma,Journalist
lab,good,science,msc,Biologist
writing,good,marketing,bba,Marketing Manager
sql,excellent,analytics,bba,Business Analyst
css,poor,creative,bsc,UI/UX Designer
security,excellent,security,bsc,Cybersecurity Analyst
management,good,business,bba,Marketing Manager
database,average,technology,bsc,Backend Engineer
math,excellent,technology,mtech,AI/ML Engineer
accounting,good,infrastructure,mca,DevOps Engineer
python,good,technology,btech,Full Stack Developer
research,good,science,phd,Chemist
linux,good,technology,bsc,Network Engineer
physics,good,manufacturing,diploma,Mechanical Engineer
writing,excellent,news,ma,Journalist
excel,good,business,bcom,Financial Analyst
r,good,technology,phd,Data Scientist
html,good,technology,bfa,UI/UX Designer
node,good,technology,btech,Backend Engineer
data,good,business,bba,Data Analyst
design,good,analytics,btech,Data Engineer
lab,average,science,phd,Chemist
linux,excellent,media,ba,Journalist
agile,excellent,technology,btech,Product Manager
python,good,technology,btech,DevOps Engineer
finance,poor,business,mba,Financial Analyst
mechanics,good,engineering,btech,Mechanical Engineer
biology,average,science,bsc,Biologist
management,excellent,technology,mba,Product Manager
database,average,technology,mca,Full Stack Developer
database,good,technology,mca,Full Stack Developer
database,good,technology,mca,Full Stack Developer
data,excellent,analytics,bsc,Data Scientist
biology,excellent,healthcare,mbbs,Doctor
figma,excellent,creative,bsc,UI/UX Designer
database,average,research,mbbs,Biologist
mechanics,average,engineering,btech,Mechanical Engineer
design,excellent,creative,bdes,UI/UX Designer
biology,excellent,science,md,Doctor
mechanics,good,engineering,diploma,Mechanical Engineer
interviewing,excellent,media,diploma,Journalist
biology,average,research,bsc,Biologist
construction,good,infrastructure,diploma,Civil Engineer
communication,excellent,hr,ba,HR Manager
security,average,technology,bsc,Network Engineer
writing,excellent,news,ba,Journalist
python,excellent,security,bsc,Cybersecurity Analyst
database,average,technology,mtech,Backend Engineer
web,average,business,bsc,Software Developer
security,excellent,technology,mca,DevOps Engineer
chemistry,poor,research,bsc,Chemist
database,excellent,technology,mtech,Backend Engineer
construction,average,infrastructure,btech,Civil Engineer
research,good,analytics,phd,Data Scientist
agile,excellent,business,bba,Product Manager
python,good,analytics,mtech,Machine Learning Engineer
cad,average,engineering,diploma,Mechanical Engineer
networking,good,technology,btech,Network Engineer
diagnosis,good,science,mbbs,Doctor
interviewing,excellent,media,diploma,Journalist
excel,good,business,btech,Business Analyst
python,average,technology,mca,Software Developer
figma,average,creative,ba,UI/UX Designer
strategy,average,science,bsc,Chemist
writing,excellent,media,ma,Journalist
css,good,creative,ba,UI/UX Designer
cad,good,infrastructure,mtech,Civil Engineer
agile,excellent,technology,mba,Product Manager
r,good,analytics,btech,Data Scientist
psychology,excellent,business,bba,HR Manager
agile,poor,technology,mba,Product Manager
management,excellent,business,bba,Marketing Manager
writing,excellent,media,bba,Content Writer
sql,average,analytics,bsc,Data Analyst
physics,average,infrastructure,diploma,Civil Engineer
data,excellent,technology,phd,Data Scientist
biology,good,science,phd,Biologist
linux,good,infrastructure,btech,Network Engineer
database,good,technology,btech,Backend Engineer
physics,average,infrastructure,mtech,Civil Engineer
mechanics,good,engineering,btech,Mechanical Engineer
physics,good,infrastructure,high_school,Civil Engineer
editing,good,marketing,bba,Content Writer
sql,good,business,bba,Data Analyst
security,average,technology,diploma,Network Engineer
diagnosis,good,science,mbbs,Doctor
security,good,science,btech,Network Engineer
mechanics,average,manufacturing,mtech,Mechanical Engineer
construction,good,engineering,mtech,Civil Engineer
construction,good,engineering,mtech,Civil Engineer
physics,average,manufacturing,mtech,Mechanical Engineer
figma,excellent,technology,bsc,UI/UX Designer
management,good,analytics,btech,Business Analyst
linux,good,technology,btech,DevOps Engineer
java,average,technology,msc,Machine Learning Engineer
management,good,business,ba,HR Manager
agile,excellent,technology,mba,Product Manager
writing,excellent,marketing,bba,Marketing Manager
marketing,good,marketing,mba,Marketing Manager
hardware,average,infrastructure,diploma,Network Engineer
mechanics,average,manufacturing,btech,Mechanical Engineer
python,average,security,btech,Cybersecurity Analyst
management,good,analytics,btech,Business Analyst
data,good,analytics,bba,Data Analyst
sql,good,analytics,bsc,Data Analyst
writing,good,media,bba,Content Writer
python,good,technology,btech,AI/ML Engineer
management,excellent,marketing,mba,Marketing Manager
sql,excellent,analytics,bba,Business Analyst
biology,good,research,msc,Biologist
math,excellent,business,mba,Financial Analyst
math,excellent,finance,mba,Financial Analyst
python,good,technology,mca,DevOps Engineer
math,poor,media,diploma,Journalist
writing,excellent,media,ma,Journalist
biology,excellent,technology,bba,Product Manager
python,good,technology,mtech,Cybersecurity Analyst
linux,average,technology,bsc,Network Engineer
diagnosis,excellent,healthcare,md,Doctor
biology,average,research,mbbs,Biologist
mechanics,good,engineering,mtech,Mechanical Engineer
research,average,science,msc,Chemist
excel,excellent,analytics,mba,Business Analyst
editing,good,marketing,bba,Content Writer
biology,good,science,bsc,Biologist
deep learning,good,technology,mtech,AI/ML Engineer
research,average,research,msc,Chemist
management,excellent,business,mba,Business Analyst
math,average,media,bfa,Graphic Designer
deep learning,excellent,technology,btech,AI/ML Engineer
medicine,good,science,phd,Doctor
mechanics,average,media,mtech,Mechanical Engineer
photoshop,average,creative,bfa,Graphic Designer
data,good,technology,mtech,AI/ML Engineer
excel,good,analytics,bsc,Data Analyst
marketing,excellent,marketing,mba,Marketing Manager
writing,good,business,mba,Marketing Manager
seo,good,media,bba,Content Writer
design,excellent,technology,bsc,UI/UX Designer
physics,excellent,engineering,btech,Mechanical Engineer
python,good,infrastructure,btech,DevOps Engineer
writing,excellent,media,diploma,Journalist
biology,good,science,phd,Biologist
lab,good,research,bsc,Chemist
python,excellent,research,ba,Data Scientist
math,good,analytics,ba,Machine Learning Engineer
html,excellent,creative,bdes,UI/UX Designer
management,excellent,business,ba,HR Manager
design,average,media,diploma,Graphic Designer
data,good,analytics,btech,Business Analyst
python,good,technology,btech,Data Engineer
math,good,finance,mba,Financial Analyst
linux,good,technology,btech,DevOps Engineer
deep learning,good,technology,msc,AI/ML Engineer
art,poor,media,diploma,Graphic Designer
security,average,technology,btech,Network Engineer
management,excellent,hr,ba,HR Manager
data,good,analytics,btech,Data Engineer
diagnosis,excellent,healthcare,mbbs,Doctor
communication,excellent,hr,ba,HR Manager
physics,excellent,engineering,mtech,Civil Engineer
communication,excellent,business,mba,HR Manager
interviewing,excellent,news,diploma,Journalist
strategy,excellent,business,bba,Product Manager
excel,excellent,media,diploma,Journalist
java,good,technology,btech,AI/ML Engineer
javascript,good,technology,bsc,Full Stack Developer
python,good,technology,btech,Machine Learning Engineer
networking,good,technology,btech,DevOps Engineer
database,good,technology,btech,Backend Engineer
lab,average,technology,bsc,Biologist
math,excellent,analytics,btech,AI/ML Engineer
python,excellent,analytics,mtech,Machine Learning Engineer
python,excellent,security,bsc,Cybersecurity Analyst
mechanics,good,engineering,diploma,Mechanical Engineer
data,good,business,btech,Data Analyst
sql,good,technology,btech,Data Engineer
finance,excellent,marketing,mba,Marketing Manager
figma,excellent,business,bdes,UI/UX Designer
python,good,technology,mca,Software Developer
python,good,analytics,msc,Machine Learning Engineer
python,average,technology,btech,Software Developer
seo,good,business,mba,Marketing Manager
chemistry,average,research,bsc,Chemist
lab,good,research,phd,Chemist
security,good,research,btech,Network Engineer
excel,good,business,bba,Business Analyst
lab,average,business,msc,Chemist
hardware,average,infrastructure,btech,Network Engineer
marketing,excellent,marketing,bba,Marketing Manager
biology,good,research,bsc,Biologist
construction,average,engineering,diploma,Civil Engineer
math,average,business,btech,Data Analyst
construction,average,infrastructure,diploma,Civil Engineer
strategy,excellent,business,btech,Product Manager
html,excellent,creative,bsc,UI/UX Designer
sql,average,technology,bsc,Backend Engineer
photoshop,excellent,media,bfa,Graphic Designer
lab,good,science,phd,Biologist
linux,average,creative,bsc,Cybersecurity Analyst
math,good,business,bcom,Financial Analyst
data,good,analytics,btech,Machine Learning Engineer
seo,excellent,science,bba,Marketing Manager
math,good,business,bcom,Financial Analyst
c++,good,analytics,bca,Software Developer
math,good,analytics,bba,Data Analyst
cad,good,infrastructure,diploma,Civil Engineer
construction,good,engineering,diploma,Civil Engineer
java,good,technology,mca,Software Developer
sql,good,analytics,bsc,Data Analyst
art,good,creative,diploma,Graphic Designer
finance,good,business,bba,Financial Analyst
linux,average,infrastructure,btech,Network Engineer
security,good,technology,btech,DevOps Engineer
chemistry,average,research,bsc,Chemist
writing,excellent,marketing,bba,Content Writer
communication,excellent,business,mba,HR Manager
python,average,technology,mtech,Software Developer
database,average,technology,btech,Full Stack Developer
database,good,technology,bsc,Backend Engineer
css,average,creative,bdes,UI/UX Designer
research,good,research,phd,Chemist
lab,average,science,mbbs,Biologist
lab,average,science,phd,Chemist
linux,good,technology,mca,DevOps Engineer
python,excellent,technology,bsc,Cybersecurity Analyst
design,excellent,technology,bfa,UI/UX Designer
management,excellent,technology,btech,Product Manager
research,good,research,mbbs,Biologist
data,excellent,research,btech,Data Scientist
design,good,media,diploma,Graphic Designer
security,good,analytics,btech,Data Engineer
javascript,average,technology,bsc,Software Developer
cad,average,engineering,diploma,Civil Engineer
physics,average,manufacturing,btech,Mechanical Engineer
c++,average,technology,btech,Software Developer
editing,excellent,marketing,ba,Content Writer
communication,excellent,business,mba,HR Manager
biology,average,science,bsc,Biologist
networking,good,infrastructure,mca,DevOps Engineer
python,excellent,technology,mtech,Data Scientist
psychology,good,science,phd,Chemist
database,good,technology,bsc,Backend Engineer
diagnosis,excellent,healthcare,diploma,Doctor
figma,excellent,creative,bdes,UI/UX Designer
strategy,excellent,technology,btech,Product Manager
figma,excellent,creative,ba,UI/UX Designer
cad,average,engineering,diploma,Mechanical Engineer
math,good,analytics,btech,AI/ML Engineer
strategy,average,technology,mca,Backend Engineer
management,good,technology,btech,Product Manager
data,good,business,btech,Data Analyst
physics,good,infrastructure,diploma,Civil Engineer
web,average,technology,btech,Full Stack Developer
interviewing,excellent,news,diploma,Journalist
sql,excellent,analytics,mba,Business Analyst
photoshop,average,creative,diploma,Graphic Designer
c++,good,technology,bsc,Software Developer
seo,good,marketing,ba,Content Writer
python,good,technology,mca,Full Stack Developer
diagnosis,excellent,science,md,Doctor
seo,good,media,ba,Content Writer
research,good,research,msc,Chemist
marketing,good,business,bba,Marketing Manager
css,excellent,technology,bfa,UI/UX Designer
cad,average,manufacturing,mtech,Mechanical Engineer
database,average,technology,mca,Backend Engineer
marketing,excellent,marketing,mba,Marketing Manager
r,good,technology,mtech,Data Scientist
strategy,good,business,bba,Product Manager
web,average,media,btech,Software Developer
data,good,technology,btech,Data Engineer
finance,good,finance,mcom,Financial Analyst
math,excellent,technology,msc,AI/ML Engineer
figma,excellent,creative,bsc,UI/UX Designer
figma,good,creative,bfa,UI/UX Designer
management,excellent,hr,mba,HR Manager
hardware,average,infrastructure,bsc,Network Engineer
accounting,excellent,finance,mba,Financial Analyst
data,excellent,technology,mtech,AI/ML Engineer
javascript,average,technology,mca,Software Developer
medicine,excellent,science,mbbs,Doctor
management,excellent,hr,ba,HR Manager
cad,average,infrastructure,diploma,Civil Engineer
data,excellent,research,bsc,Data Scientist
seo,good,media,ma,Content Writer
math,good,analytics,bsc,Data Analyst
biology,average,security,mbbs,Biologist
math,excellent,business,bba,Financial Analyst
seo,excellent,marketing,bba,Marketing Manager
sql,good,technology,mtech,Data Scientist
biology,poor,healthcare,md,Doctor
construction,good,media,btech,Civil Engineer
data,good,technology,msc,Data Scientist
management,excellent,business,bba,Marketing Manager
deep learning,good,analytics,mtech,AI/ML Engineer
management,excellent,business,ba,HR Manager
networking,good,media,bsc,Cybersecurity Analyst
math,good,analytics,msc,Machine Learning Engineer
python,good,technology,btech,AI/ML Engineer
python,good,technology,bsc,Full Stack Developer
seo,good,marketing,bba,Marketing Manager
biology,average,science,mbbs,Biologist
writing,good,media,bba,Content Writer
lab,average,science,bsc,Chemist
art,excellent,hr,bba,HR Manager
sql,good,business,bba,Data Analyst
javascript,average,technology,bsc,Full Stack Developer
mechanics,good,engineering,btech,Mechanical Engineer
python,good,analytics,msc,Machine Learning Engineer
data,good,technology,btech,Data Engineer
data,good,analytics,msc,Data Scientist
design,excellent,technology,ba,UI/UX Designer
communication,excellent,hr,mba,HR Manager
writing,excellent,media,diploma,Journalist
html,good,technology,ba,UI/UX Designer
security,poor,infrastructure,btech,Network Engineer
illustrator,good,creative,bfa,Graphic Designer
cad,good,engineering,mtech,Civil Engineer
css,good,creative,bdes,UI/UX Designer
lab,good,science,msc,Biologist
lab,average,research,msc,Biologist
networking,good,research,mbbs,Biologist
security,average,technology,bsc,Network Engineer
math,excellent,finance,bba,Financial Analyst
investigation,excellent,news,ba,Journalist
writing,good,marketing,bba,Marketing Manager
deep learning,excellent,technology,btech,AI/ML Engineer
management,excellent,business,ba,HR Manager
sql,good,business,btech,Data Analyst
strategy,excellent,business,bba,Product Manager
python,good,infrastructure,mca,DevOps Engineer
data,good,analytics,btech,AI/ML Engineer
python,good,infrastructure,mca,DevOps Engineer
python,excellent,technology,btech,AI/ML Engineer
biology,good,research,msc,Biologist
excel,excellent,business,mcom,Financial Analyst
editing,excellent,media,ma,Content Writer
research,good,science,mca,Biologist
investigation,average,manufacturing,mtech,Mechanical Engineer
research,excellent,business,btech,Business Analyst
linux,good,infrastructure,btech,Network Engineer
management,good,business,btech,Product Manager
math,good,technology,mtech,Machine Learning Engineer
finance,good,finance,bba,Financial Analyst
sql,good,analytics,btech,Data Analyst
python,good,infrastructure,btech,DevOps Engineer
sql,good,technology,mca,Data Engineer
investigation,excellent,news,ba,Journalist
data,excellent,technology,msc,AI/ML Engineer
deep learning,good,technology,btech,AI/ML Engineer
sql,good,technology,mca,Data Engineer
management,excellent,business,mba,HR Manager
physics,average,engineering,diploma,Mechanical Engineer
research,average,technology,mbbs,Biologist
python,good,security,bsc,Cybersecurity Analyst
linux,good,infrastructure,btech,DevOps Engineer
physics,good,engineering,diploma,Civil Engineer
management,excellent,business,bba,HR Manager
accounting,excellent,finance,bba,Financial Analyst
lab,good,marketing,mbbs,Biologist
database,excellent,engineering,high_school,Data Scientist
math,good,business,bba,Data Analyst
cad,good,engineering,mtech,Civil Engineer
data,excellent,analytics,msc,AI/ML Engineer
database,good,technology,mca,Full Stack Developer
python,excellent,technology,bsc,Cybersecurity Analyst
writing,excellent,media,ma,Journalist
finance,good,business,mba,Financial Analyst
data,good,analytics,btech,Data Engineer
linux,good,science,msc,Biologist
database,good,technology,btech,Data Engineer
cad,good,manufacturing,bca,Mechanical Engineer
art,average,creative,diploma,Graphic Designer
data,good,technology,btech,Data Engineer
data,good,analytics,bba,Business Analyst
biology,excellent,science,md,Doctor
security,good,infrastructure,btech,DevOps Engineer
agile,excellent,technology,mba,Product Manager
investigation,excellent,news,ma,Journalist
html,good,technology,bsc,UI/UX Designer
interviewing,excellent,news,ma,Journalist
sql,good,analytics,btech,Data Analyst
lab,average,science,phd,Chemist
web,good,technology,mca,Full Stack Developer
networking,average,technology,bsc,Network Engineer
linux,excellent,security,btech,Cybersecurity Analyst
data,excellent,analytics,btech,AI/ML Engineer
python,excellent,technology,mtech,Data Scientist
math,good,business,bsc,Data Analyst
physics,average,engineering,btech,Civil Engineer
sql,good,business,bba,Business Analyst
seo,excellent,marketing,ba,Content Writer
design,good,media,diploma,Graphic Designer
interviewing,good,news,ma,Journalist
security,excellent,security,bsc,Cybersecurity Analyst
agile,excellent,business,btech,Product Manager
excel,excellent,finance,bba,Financial Analyst
cad,good,security,mtech,Cybersecurity Analyst
python,poor,technology,btech,Machine Learning Engineer
r,poor,business,mcom,Financial Analyst
figma,excellent,news,diploma,Journalist
writing,good,marketing,bba,Content Writer
psychology,excellent,hr,ba,HR Manager
biology,good,science,bsc,Biologist
c++,good,technology,mca,Software Developer
c++,average,technology,bsc,Software Developer
finance,good,finance,mba,Financial Analyst
javascript,poor,technology,bsc,Software Developer
investigation,good,media,bdes,Graphic Designer
marketing,average,business,bba,Marketing Manager
web,good,technology,btech,Full Stack Developer
art,good,creative,diploma,Graphic Designer
data,excellent,research,phd,Data Scientist
illustrator,good,media,bfa,Graphic Designer
linux,excellent,technology,mtech,Cybersecurity Analyst
hardware,average,infrastructure,diploma,Network Engineer
interviewing,excellent,news,ma,Journalist
agile,excellent,analytics,mba,Product Manager
design,excellent,creative,ba,UI/UX Designer
photoshop,average,creative,bdes,Graphic Designer
accounting,poor,business,mcom,Financial Analyst
seo,excellent,research,bba,Content Writer
data,excellent,business,bba,Business Analyst
management,good,technology,btech,Product Manager
excel,good,business,bba,Data Analyst
math,good,finance,mcom,Financial Analyst
networking,excellent,technology,mtech,Cybersecurity Analyst
writing,excellent,media,ma,Content Writer
html,good,technology,bsc,UI/UX Designer
mechanics,average,technology,mtech,Software Developer
python,average,technology,mca,Backend Engineer
data,good,analytics,bsc,Data Analyst
management,excellent,business,bba,Product Manager
linux,good,technology,bsc,Network Engineer
networking,good,technology,mca,DevOps Engineer
hardware,poor,technology,diploma,Network Engineer
psychology,excellent,hr,ba,HR Manager
writing,good,marketing,bba,Marketing Manager
python,good,technology,mca,Full Stack Developer
marketing,excellent,business,mba,Marketing Manager
communication,excellent,hr,ba,HR Manager
mechanics,good,analytics,mtech,Mechanical Engineer
javascript,good,technology,bsc,Software Developer
design,good,technology,mba,UI/UX Designer
python,good,technology,msc,Machine Learning Engineer
javascript,good,technology,mtech,Software Developer
sql,good,business,mba,Business Analyst
design,good,media,bfa,Graphic Designer
management,excellent,business,bba,HR Manager
python,average,technology,bsc,Full Stack Developer
lab,good,science,bsc,Chemist
python,excellent,technology,btech,AI/ML Engineer
python,good,technology,mca,Software Developer
python,excellent,business,msc,AI/ML Engineer
management,excellent,business,bba,HR Manager
chemistry,excellent,research,msc,Chemist
art,average,media,diploma,Graphic Designer
math,good,finance,ba,Financial Analyst
math,excellent,technology,msc,AI/ML Engineer
data,excellent,research,bsc,Data Scientist
security,good,infrastructure,btech,Network Engineer
python,good,technology,btech,Data Scientist
math,excellent,analytics,btech,AI/ML Engineer
psychology,excellent,business,mba,HR Manager
physics,average,engineering,btech,Civil Engineer
management,good,business,btech,Business Analyst
psychology,excellent,business,mba,HR Manager
math,good,technology,msc,AI/ML Engineer
python,good,business,mca,DevOps Engineer
linux,good,technology,mca,DevOps Engineer
javascript,excellent,business,msc,Data Scientist
database,average,technology,btech,Full Stack Developer
strategy,excellent,business,bba,Product Manager
java,good,technology,bsc,Backend Engineer
biology,good,research,msc,Biologist
security,excellent,security,mtech,Cybersecurity Analyst
interviewing,excellent,news,ma,Journalist
database,good,technology,mca,Data Engineer
investigation,excellent,news,diploma,Journalist
sql,average,business,bsc,Data Analyst
photoshop,average,creative,diploma,Graphic Designer
math,good,analytics,bba,Data Analyst
construction,average,engineering,diploma,Civil Engineer
security,average,technology,bsc,Network Engineer
python,average,technology,bsc,Full Stack Developer
database,average,technology,mca,Full Stack Developer
excel,good,analytics,mba,Business Analyst
sql,excellent,analytics,phd,Data Scientist
physics,good,manufacturing,btech,Mechanical Engineer
excel,average,business,bba,Business Analyst
node,average,technology,mtech,Backend Engineer
seo,good,marketing,bba,Content Writer
finance,excellent,finance,bba,Financial Analyst
cad,average,engineering,mtech,Civil Engineer
biology,good,science,bsc,Biologist
database,good,analytics,mca,Data Engineer
seo,good,marketing,bba,Marketing Manager
medicine,excellent,healthcare,mbbs,Doctor
web,good,technology,btech,Full Stack Developer
marketing,excellent,marketing,mba,Marketing Manager
lab,average,science,msc,Chemist
python,excellent,technology,btech,Cybersecurity Analyst
hardware,good,technology,btech,Network Engineer
python,average,technology,bca,Software Developer
biology,average,research,mbbs,Biologist
biology,good,research,msc,Biologist
construction,poor,infrastructure,btech,Civil Engineer
math,good,analytics,btech,Data Analyst
biology,good,research,mca,Chemist
writing,excellent,media,ma,Content Writer
networking,excellent,security,bsc,Cybersecurity Analyst
management,excellent,business,bba,Marketing Manager
javascript,average,technology,mca,Software Developer
data,excellent,analytics,btech,AI/ML Engineer
cad,good,infrastructure,diploma,Civil Engineer
deep learning,good,analytics,msc,AI/ML Engineer
math,good,business,bba,Financial Analyst
python,excellent,technology,mtech,AI/ML Engineer
networking,average,infrastructure,bsc,Network Engineer
chemistry,average,science,phd,Chemist
css,good,creative,bfa,UI/UX Designer
investigation,excellent,media,diploma,Journalist
sql,average,technology,mca,Software Developer
management,excellent,business,bba,HR Manager
communication,excellent,hr,bba,HR Manager
deep learning,good,technology,mtech,AI/ML Engineer
illustrator,average,media,bfa,Graphic Designer
linux,excellent,technology,btech,Cybersecurity Analyst
c++,good,technology,bca,Software Developer
sql,good,technology,mca,Data Engineer
design,good,technology,btech,DevOps Engineer
math,good,science,bba,Financial Analyst
investigation,excellent,news,diploma,Journalist
marketing,excellent,marketing,bba,Marketing Manager
research,good,research,bsc,Biologist
linux,good,infrastructure,mca,DevOps Engineer
database,average,technology,bsc,Backend Engineer
photoshop,good,media,bdes,Graphic Designer
excel,good,creative,bsc,UI/UX Designer
biology,good,research,bsc,Biologist
agile,excellent,business,btech,Product Manager
css,good,infrastructure,mca,DevOps Engineer
data,excellent,technology,mtech,AI/ML Engineer
seo,excellent,marketing,ma,Content Writer
psychology,excellent,business,mba,HR Manager
cad,good,manufacturing,btech,Mechanical Engineer
writing,excellent,business,bba,Marketing Manager
biology,good,analytics,bsc,Biologist
python,excellent,technology,phd,Data Scientist
data,good,business,bba,Data Analyst
math,good,business,btech,Data Analyst
communication,excellent,business,mba,HR Manager
illustrator,good,creative,bdes,Graphic Designer
lab,average,research,msc,Chemist
web,good,technology,bsc,Software Developer
communication,excellent,business,bba,HR Manager
communication,excellent,hr,mba,HR Manager
finance,good,business,bcom,Financial Analyst
management,good,technology,bba,Product Manager
photoshop,average,media,bfa,Graphic Designer
biology,excellent,healthcare,mbbs,Doctor
python,good,technology,mtech,Backend Engineer
css,excellent,creative,ba,UI/UX Designer
research,average,technology,msc,Chemist
management,excellent,technology,mba,Product Manager
writing,good,marketing,bba,Content Writer
linux,good,technology,mtech,Cybersecurity Analyst
networking,good,infrastructure,mca,DevOps Engineer
python,good,technology,bsc,Software Developer
math,good,finance,mcom,Financial Analyst
mechanics,good,engineering,mtech,Mechanical Engineer
editing,excellent,media,bba,Content Writer
python,good,technology,mca,Software Developer
security,good,infrastructure,btech,DevOps Engineer
linux,good,infrastructure,mca,DevOps Engineer
agile,excellent,technology,bba,Product Manager
marketing,excellent,business,mba,Marketing Manager
node,good,analytics,bsc,Business Analyst
excel,good,analytics,bba,Business Analyst
data,good,research,diploma,Data Scientist
math,good,technology,mtech,Data Scientist
web,good,technology,bsc,Full Stack Developer
hardware,good,technology,diploma,Network Engineer
marketing,excellent,business,diploma,Marketing Manager
data,good,analytics,btech,Data Engineer
excel,excellent,business,mcom,Financial Analyst
interviewing,poor,media,diploma,Journalist
investigation,excellent,news,diploma,Journalist
psychology,excellent,business,bba,HR Manager
figma,good,technology,bdes,UI/UX Designer
python,good,technology,bsc,Data Scientist
research,average,research,bsc,Biologist
math,excellent,business,mcom,Financial Analyst
writing,excellent,news,ba,Journalist
python,good,analytics,msc,AI/ML Engineer
c++,good,technology,bca,Software Developer
communication,excellent,business,mba,HR Manager
biology,average,research,msc,Biologist
node,good,technology,mca,Backend Engineer
networking,average,technology,btech,Network Engineer
agile,excellent,technology,mba,Product Manager
node,average,business,mba,Marketing Manager
communication,excellent,business,bba,HR Manager
data,good,analytics,bsc,Data Analyst
math,good,technology,msc,AI/ML Engineer
research,good,research,mbbs,Biologist
linux,excellent,technology,mca,DevOps Engineer
medicine,excellent,science,md,Doctor
sql,good,analytics,btech,Data Engineer
database,good,technology,mca,Data Engineer
networking,good,technology,bsc,DevOps Engineer
networking,good,technology,diploma,Network Engineer
javascript,good,technology,mca,Full Stack Developer
data,good,technology,msc,AI/ML Engineer
python,good,infrastructure,mca,DevOps Engineer
security,excellent,technology,bsc,Cybersecurity Analyst
writing,excellent,news,diploma,Journalist
networking,good,security,mtech,Cybersecurity Analyst
medicine,excellent,healthcare,md,Doctor
sql,excellent,analytics,bba,Business Analyst
editing,excellent,marketing,bba,Content Writer
research,average,research,phd,Biologist
math,excellent,business,mba,Business Analyst
investigation,average,news,diploma,Journalist
photoshop,average,media,diploma,Graphic Designer
management,excellent,analytics,high_school,Business Analyst
java,good,technology,mca,Software Developer
python,excellent,technology,btech,AI/ML Engineer
networking,excellent,security,btech,Cybersecurity Analyst
marketing,good,marketing,mba,Marketing Manager
data,excellent,technology,msc,AI/ML Engineer
cad,average,infrastructure,btech,Civil Engineer
math,excellent,research,phd,Biologist
strategy,excellent,technology,mba,Product Manager
networking,excellent,technology,btech,Cybersecurity Analyst
database,good,analytics,mca,Data Engineer
management,excellent,business,mba,Marketing Manager
medicine,good,science,ba,Doctor
biology,good,science,mbbs,Doctor
writing,good,marketing,bba,Marketing Manager
database,average,technology,btech,Full Stack Developer
marketing,good,marketing,bba,Marketing Manager
math,good,business,bcom,Financial Analyst
physics,good,engineering,mtech,Civil Engineer
database,good,analytics,btech,Data Engineer
seo,good,business,bba,Marketing Manager
biology,good,research,bsc,Biologist
linux,good,infrastructure,mtech,DevOps Engineer
python,good,technology,msc,Machine Learning Engineer
seo,good,media,bba,Content Writer
data,average,analytics,mca,Data Analyst
cad,average,manufacturing,btech,Mechanical Engineer
art,poor,business,diploma,Graphic Designer
security,average,technology,bsc,Network Engineer
sql,excellent,media,ma,Content Writer
seo,good,marketing,bba,Content Writer
medicine,excellent,healthcare,mbbs,Doctor
strategy,excellent,business,btech,Product Manager
web,average,technology,btech,Full Stack Developer
lab,good,science,msc,Biologist
excel,good,analytics,mba,Business Analyst
linux,good,technology,mca,DevOps Engineer
design,excellent,creative,mtech,UI/UX Designer
seo,good,business,bba,Marketing Manager
python,good,technology,btech,Software Developer
data,excellent,technology,msc,AI/ML Engineer
python,good,technology,mca,DevOps Engineer
sql,good,business,btech,Business Analyst
cad,average,engineering,btech,Civil Engineer
networking,good,technology,mca,DevOps Engineer
python,good,technology,msc,Machine Learning Engineer
math,excellent,technology,msc,AI/ML Engineer
marketing,good,business,mba,Marketing Manager
management,excellent,business,mba,Business Analyst
data,good,analytics,btech,Machine Learning Engineer
math,excellent,finance,bcom,Financial Analyst
javascript,good,technology,mca,Full Stack Developer
css,good,creative,bfa,UI/UX Designer
chemistry,good,science,bsc,Chemist
data,good,research,mtech,Data Scientist
figma,excellent,technology,ba,UI/UX Designer
physics,average,engineering,btech,Mechanical Engineer
data,good,business,btech,Business Analyst
seo,excellent,marketing,bba,Content Writer
finance,excellent,business,bcom,Financial Analyst
java,good,technology,bsc,Software Developer
research,average,research,bsc,Chemist
hardware,average,technology,diploma,Network Engineer
hardware,good,technology,bsc,Network Engineer
python,good,analytics,msc,Machine Learning Engineer
medicine,good,healthcare,md,Doctor
sql,good,business,bba,Data Analyst
figma,good,creative,ba,UI/UX Designer
deep learning,excellent,analytics,mtech,AI/ML Engineer
data,good,news,bba,Data Analyst
linux,good,security,mtech,Cybersecurity Analyst
mechanics,good,manufacturing,btech,Mechanical Engineer
seo,excellent,media,ba,Content Writer
illustrator,good,media,bdes,Graphic Designer
math,good,business,bsc,Data Analyst
python,excellent,technology,btech,Data Scientist
networking,average,infrastructure,btech,Network Engineer
python,good,technology,mca,Data Engineer
data,excellent,analytics,bba,Business Analyst
hardware,average,technology,btech,Network Engineer
editing,good,media,ba,Content Writer
sql,good,business,mca,Data Engineer
illustrator,good,creative,bfa,Graphic Designer
seo,excellent,science,high_school,Marketing Manager
photoshop,average,media,bdes,Graphic Designer
